observation_id,student_id,term_id,source,career_code_id,career_label_id
SC_004019,stu_1fa68773200573543b34a57d560c9c3e,2020_O,academic,CARCODE_LEF,
SC_004020,stu_1fa68773200573543b34a57d560c9c3e,2020_O,advisory,,CARLBL_7FCE1E6B4F
SC_004021,stu_1fa68773200573543b34a57d560c9c3e,2020_P,advisory,,CARLBL_7FCE1E6B4F
SC_004022,stu_1fa89a74558a7053f094098b8a9d9f9d,2019_O,academic,CARCODE_LMT,
SC_004023,stu_1fa89a74558a7053f094098b8a9d9f9d,2020_O,academic,CARCODE_LMT,
SC_004024,stu_1fa89a74558a7053f094098b8a9d9f9d,2020_P,academic,CARCODE_LMT,
SC_004025,stu_1fabd44d673627626afa8b450645a272,2021_O,academic,CARCODE_LNA,
SC_004026,stu_1fabd44d673627626afa8b450645a272,2022_O,academic,CARCODE_LNA,
SC_004027,stu_1fabd44d673627626afa8b450645a272,2022_P,academic,CARCODE_LNA,
SC_004028,stu_1fabd44d673627626afa8b450645a272,2022_P,diagnostic,,
SC_004029,stu_1fabd44d673627626afa8b450645a272,2023_O,academic,CARCODE_LNA,
SC_004030,stu_1fad9b4493ffb240267694a200003376,2020_O,academic,CARCODE_LQI,
SC_004031,stu_1fad9b4493ffb240267694a200003376,2021_O,academic,CARCODE_LQI,
SC_004032,stu_1fad9b4493ffb240267694a200003376,2021_P,academic,CARCODE_LQI,
SC_004033,stu_1fad9b4493ffb240267694a200003376,2022_O,academic,CARCODE_LQI,
SC_004034,stu_1fb1db2c138ad23a6671b34be214d753,2020_O,academic,CARCODE_LBI,
SC_004035,stu_1fb1db2c138ad23a6671b34be214d753,2021_P,academic,CARCODE_LBI,
SC_004036,stu_1fb1db2c138ad23a6671b34be214d753,2021_P,diagnostic,,
SC_004037,stu_1fb7a58192eb1fc2344ce859f6c7189d,2019_P,academic,CARCODE_LMT,
SC_004038,stu_1fb7a58192eb1fc2344ce859f6c7189d,2019_P,advisory,,CARLBL_9FDFCF684F
SC_004039,stu_1fb7a58192eb1fc2344ce859f6c7189d,2020_P,academic,CARCODE_LMT,
SC_004040,stu_1fc0f209c113f93af9574807be8ed8c7,2022_P,academic,CARCODE_LAR,
SC_004041,stu_1fc37eefb9cbd822db7039b749e5d03b,2021_O,academic,CARCODE_LEC,
SC_004042,stu_1fc37eefb9cbd822db7039b749e5d03b,2022_O,academic,CARCODE_LEC,
SC_004043,stu_1fc37eefb9cbd822db7039b749e5d03b,2022_O,advisory,,CARLBL_255574A75E
SC_004044,stu_1fc37eefb9cbd822db7039b749e5d03b,2022_P,academic,CARCODE_LEC,
SC_004045,stu_1fc37eefb9cbd822db7039b749e5d03b,2022_P,advisory,,CARLBL_255574A75E
SC_004046,stu_1fc37eefb9cbd822db7039b749e5d03b,2022_P,advisory,,CARLBL_41179F062D
SC_004047,stu_1fc37eefb9cbd822db7039b749e5d03b,2022_P,diagnostic,,CARLBL_41179F062D
SC_004048,stu_1fc91df28ea42282781e009d8e560337,2021_P,academic,CARCODE_LRI,
SC_004049,stu_1fcd3afac05e5e0b96373f1af4136a6f,2021_O,academic,CARCODE_LIM,
SC_004050,stu_1fcd3afac05e5e0b96373f1af4136a6f,2021_P,academic,CARCODE_LIM,
SC_004051,stu_1fcd3afac05e5e0b96373f1af4136a6f,2022_O,academic,CARCODE_LMT,
SC_004052,stu_1fd217766c8b27c647de52131e520f4a,2020_O,academic,CARCODE_LBI,
SC_004053,stu_1fd217766c8b27c647de52131e520f4a,2021_P,academic,CARCODE_LBI,
SC_004054,stu_1fd217766c8b27c647de52131e520f4a,2021_P,diagnostic,,
SC_004055,stu_1fe9ca0817310d42c809bd00e2127913,2023_O,academic,CARCODE_LBI,
SC_004056,stu_1fe9ca0817310d42c809bd00e2127913,2024_P,academic,CARCODE_LBI,
SC_004057,stu_1fe9ca0817310d42c809bd00e2127913,2024_P,diagnostic,,
SC_004058,stu_1ff261c79d394dc01f491a4de20f5b56,2019_O,academic,CARCODE_LBN,
SC_004059,stu_1ff261c79d394dc01f491a4de20f5b56,2019_P,academic,CARCODE_LBN,
SC_004060,stu_1ff261c79d394dc01f491a4de20f5b56,2020_P,academic,CARCODE_LBN,
SC_004061,stu_1ff4f579669607fdadfc13d8ce70a3eb,2021_O,academic,CARCODE_LNM,
SC_004062,stu_1ff4f579669607fdadfc13d8ce70a3eb,2022_P,academic,CARCODE_LNM,
SC_004063,stu_1ff4f579669607fdadfc13d8ce70a3eb,2022_P,diagnostic,,
SC_004064,stu_1ff74428d6b0c3e8c066ab8fbb4e713c,2024_P,academic,CARCODE_LPA,
SC_004065,stu_20000e21e720a9a11e2b5cb20373aa53,2021_P,academic,CARCODE_LPO,
SC_004066,stu_20000e21e720a9a11e2b5cb20373aa53,2021_P,advisory,,CARLBL_4BEABE6CAE
SC_004067,stu_20004396012787e2772ff193e66f1da6,2020_O,academic,CARCODE_LRI,
SC_004068,stu_200ac1957c131110f04548c828c28ff7,2020_O,academic,CARCODE_LIM,
SC_004069,stu_200ac1957c131110f04548c828c28ff7,2020_P,academic,CARCODE_LIM,
SC_004070,stu_200ac1957c131110f04548c828c28ff7,2021_O,academic,CARCODE_LIM,
SC_004071,stu_200df592895ef3cfe7d77fcf885f9fbe,2019_O,academic,CARCODE_LIS,
SC_004072,stu_200df592895ef3cfe7d77fcf885f9fbe,2019_P,academic,CARCODE_LIS,
SC_004073,stu_200df592895ef3cfe7d77fcf885f9fbe,2020_O,academic,CARCODE_LIS,
SC_004074,stu_200df592895ef3cfe7d77fcf885f9fbe,2020_P,academic,CARCODE_LIS,
SC_004075,stu_200df592895ef3cfe7d77fcf885f9fbe,2021_O,academic,CARCODE_LIS,
SC_004076,stu_200df592895ef3cfe7d77fcf885f9fbe,2022_O,academic,CARCODE_LIS,
SC_004077,stu_200fd3b517facc1858c72add7de0d4db,2023_O,academic,CARCODE_LIM,
SC_004078,stu_200fd3b517facc1858c72add7de0d4db,2023_O,advisory,,CARLBL_CC13F1BB98
SC_004079,stu_200fd3b517facc1858c72add7de0d4db,2024_O,academic,CARCODE_LIM,
SC_004080,stu_200fd3b517facc1858c72add7de0d4db,2024_P,academic,CARCODE_LIM,
SC_004081,stu_202361179bb7cc1d1a2a3e13a5dcfc02,2024_O,academic,CARCODE_LNM,
SC_004082,stu_202361179bb7cc1d1a2a3e13a5dcfc02,2025_P,academic,CARCODE_LNM,
SC_004083,stu_2030a1d1b50c47b6150108b176ba19bd,2021_O,academic,CARCODE_LQI,
SC_004084,stu_2030a1d1b50c47b6150108b176ba19bd,2021_P,academic,CARCODE_LQI,
SC_004085,stu_2030a1d1b50c47b6150108b176ba19bd,2021_P,advisory,,CARLBL_9393C45E8D
SC_004086,stu_2030a1d1b50c47b6150108b176ba19bd,2022_O,advisory,,CARLBL_9393C45E8D
SC_004087,stu_2030a1d1b50c47b6150108b176ba19bd,2022_P,academic,CARCODE_LQI,
SC_004088,stu_203371b7a226e212434ea4aedd91c4b9,2020_O,academic,CARCODE_LHR,
SC_004089,stu_203371b7a226e212434ea4aedd91c4b9,2022_P,academic,CARCODE_LHR,
SC_004090,stu_203371b7a226e212434ea4aedd91c4b9,2024_O,academic,CARCODE_LHR,
SC_004091,stu_203b7402b1d163771a4596b785eae870,2019_O,academic,CARCODE_LBI,
SC_004092,stu_203b7402b1d163771a4596b785eae870,2020_O,academic,CARCODE_LBI,
SC_004093,stu_203bfb993f6f3a09d57ed3765c11efe4,2022_O,academic,CARCODE_LMK,
SC_004094,stu_203bfb993f6f3a09d57ed3765c11efe4,2022_O,advisory,,CARLBL_BD76F0F196
SC_004095,stu_203bfb993f6f3a09d57ed3765c11efe4,2022_P,advisory,,CARLBL_BD76F0F196
SC_004096,stu_203bfb993f6f3a09d57ed3765c11efe4,2023_O,academic,CARCODE_LMK,
SC_004097,stu_203bfb993f6f3a09d57ed3765c11efe4,2023_O,advisory,,CARLBL_BD76F0F196
SC_004098,stu_203bfb993f6f3a09d57ed3765c11efe4,2023_P,academic,CARCODE_LMK,
SC_004099,stu_20439637ca2f12a4675508bcd7ea3f25,2022_O,academic,CARCODE_LEA,
SC_004100,stu_20439637ca2f12a4675508bcd7ea3f25,2024_P,academic,CARCODE_LEA,
SC_004101,stu_204516da5aac15085d8ea3c567d85214,2021_O,academic,CARCODE_LEF,
SC_004102,stu_2054fc41176e3920d724a440fd907d56,2024_O,academic,CARCODE_LMT,
SC_004103,stu_2054fc41176e3920d724a440fd907d56,2024_P,academic,CARCODE_LMT,
SC_004104,stu_2054fc41176e3920d724a440fd907d56,2025_P,academic,CARCODE_LMT,
SC_004105,stu_2060332571600ab23ba40f355621e2a7,2024_O,academic,CARCODE_LIM,
SC_004106,stu_2060332571600ab23ba40f355621e2a7,2025_P,academic,CARCODE_LIM,
SC_004107,stu_206338313a01e58a619f0277c043cdf9,2019_O,academic,CARCODE_LMK,
SC_004108,stu_206338313a01e58a619f0277c043cdf9,2019_P,academic,CARCODE_LMK,
SC_004109,stu_206338313a01e58a619f0277c043cdf9,2020_O,academic,CARCODE_LMK,
SC_004110,stu_20725eacb693f561007acca273af2f96,2023_O,academic,CARCODE_LAR,
SC_004111,stu_2072c9c2d69a83a3b291b01e774b3dab,2022_P,academic,CARCODE_LRI,
SC_004112,stu_20784499d3c3744ce8d40d78e1ab79f2,2019_O,academic,CARCODE_LCN,
SC_004113,stu_20784499d3c3744ce8d40d78e1ab79f2,2019_P,advisory,,CARLBL_A5E0BF95DC
SC_004114,stu_20821d46870ced39d9d635dd347ad89d,2022_O,academic,CARCODE_LFB,
SC_004115,stu_20821d46870ced39d9d635dd347ad89d,2023_O,academic,CARCODE_LBC,
SC_004116,stu_20821d46870ced39d9d635dd347ad89d,2023_P,academic,CARCODE_LFB,
SC_004117,stu_20821d46870ced39d9d635dd347ad89d,2023_P,diagnostic,,
SC_004118,stu_2085c6c299af557f4fbfed51ff78f19a,2021_O,academic,CARCODE_LFB,
SC_004119,stu_2085c6c299af557f4fbfed51ff78f19a,2021_O,advisory,,CARLBL_39611AFCAD
SC_004120,stu_2085c6c299af557f4fbfed51ff78f19a,2022_O,academic,CARCODE_LFB,
SC_004121,stu_2085c6c299af557f4fbfed51ff78f19a,2022_P,academic,CARCODE_LFB,
SC_004122,stu_2085c6c299af557f4fbfed51ff78f19a,2022_P,diagnostic,,CARLBL_39611AFCAD
SC_004123,stu_2087c212df13013f4f37c84ade71c283,2021_O,academic,CARCODE_LBN,
SC_004124,stu_2087c212df13013f4f37c84ade71c283,2022_P,academic,CARCODE_LBN,
SC_004125,stu_20888c5c56346fd56f8031d01d6baf2f,2020_O,academic,CARCODE_LHR,
SC_004126,stu_20888c5c56346fd56f8031d01d6baf2f,2021_P,academic,CARCODE_LHR,
SC_004127,stu_2093c628ccfc26c419d73d599038413b,2019_O,academic,CARCODE_LRP,
SC_004128,stu_20973a1f2e0290f398ac1c67e49d8146,2025_P,academic,CARCODE_LEAM,
SC_004129,stu_2099c8dd77a79ad77a566b9270b6c456,2025_P,academic,CARCODE_LRIM,
SC_004130,stu_209fde037ca030a1ea851b9a3c3fe640,2020_O,academic,CARCODE_LAT,
SC_004131,stu_209fde037ca030a1ea851b9a3c3fe640,2020_O,academic,CARCODE_LDS,
SC_004132,stu_209fde037ca030a1ea851b9a3c3fe640,2020_P,academic,CARCODE_LAT,
SC_004133,stu_209fde037ca030a1ea851b9a3c3fe640,2020_P,academic,CARCODE_LDS,
SC_004134,stu_209fde037ca030a1ea851b9a3c3fe640,2021_P,academic,CARCODE_LAT,
SC_004135,stu_209fde037ca030a1ea851b9a3c3fe640,2021_P,academic,CARCODE_LDS,
SC_004136,stu_20a72f1b7a3125a9a57f925dc19405cd,2023_O,academic,CARCODE_LMT,
SC_004137,stu_20a72f1b7a3125a9a57f925dc19405cd,2023_O,advisory,,CARLBL_9FDFCF684F
SC_004138,stu_20a72f1b7a3125a9a57f925dc19405cd,2023_P,academic,CARCODE_LMT,
SC_004139,stu_20ac974052dc4af99d7756f54b1db8cf,2019_O,academic,CARCODE_LBN,
SC_004140,stu_20ac974052dc4af99d7756f54b1db8cf,2019_P,academic,CARCODE_LBN,
SC_004141,stu_20bcb6a05e1d3117a51d9cf994dd4c81,2020_O,academic,CARCODE_LFP,
SC_004142,stu_20bcb6a05e1d3117a51d9cf994dd4c81,2021_P,academic,CARCODE_LFP,
SC_004143,stu_20cbae63fb3f4825fab3ccd68df4a539,2019_O,academic,CARCODE_LFB,
SC_004144,stu_20cbae63fb3f4825fab3ccd68df4a539,2020_P,academic,CARCODE_LFB,
SC_004145,stu_20cbae63fb3f4825fab3ccd68df4a539,2020_P,diagnostic,,
SC_004146,stu_20db8a375ec319b88a25f479d5a2074f,2023_O,academic,CARCODE_LDE,
SC_004147,stu_20db8a375ec319b88a25f479d5a2074f,2023_O,advisory,,CARLBL_563A8FB47A
SC_004148,stu_20db8a375ec319b88a25f479d5a2074f,2024_P,academic,CARCODE_LDE,
SC_004149,stu_20db8a375ec319b88a25f479d5a2074f,2024_P,advisory,,CARLBL_6DD559E116
SC_004150,stu_20e154e0fe01eb7fdadb27dc708c2e5a,2019_O,academic,CARCODE_LQI,
SC_004151,stu_20e154e0fe01eb7fdadb27dc708c2e5a,2020_O,academic,CARCODE_LQI,
SC_004152,stu_20e154e0fe01eb7fdadb27dc708c2e5a,2020_O,advisory,,CARLBL_9393C45E8D
SC_004153,stu_20e154e0fe01eb7fdadb27dc708c2e5a,2020_P,academic,CARCODE_LQI,
SC_004154,stu_20e154e0fe01eb7fdadb27dc708c2e5a,2020_P,diagnostic,,CARLBL_9393C45E8D
SC_004155,stu_20e65225bfd6b0b733b57c283ff3a672,2020_O,academic,CARCODE_LIY,
SC_004156,stu_20ebb3aab1a8b5d4322cef2808296485,2021_O,academic,CARCODE_LII,
SC_004157,stu_20ebb3aab1a8b5d4322cef2808296485,2022_P,academic,CARCODE_LII,
SC_004158,stu_20ebb3aab1a8b5d4322cef2808296485,2022_P,diagnostic,,CARLBL_DAB7ED3371
SC_004159,stu_20ebb3aab1a8b5d4322cef2808296485,2023_O,academic,CARCODE_LII,
SC_004160,stu_20ebb3aab1a8b5d4322cef2808296485,2023_O,advisory,,CARLBL_DAB7ED3371
SC_004161,stu_20ebb3aab1a8b5d4322cef2808296485,2023_P,advisory,,CARLBL_DAB7ED3371
SC_004162,stu_20f69da0cb1c4e165659670194602e68,2020_P,academic,CARCODE_LMK,
SC_004163,stu_20f69da0cb1c4e165659670194602e68,2022_O,academic,CARCODE_LMK,
SC_004164,stu_20f69da0cb1c4e165659670194602e68,2022_O,advisory,,CARLBL_BD76F0F196
SC_004165,stu_20f69da0cb1c4e165659670194602e68,2023_O,academic,CARCODE_LMK,
SC_004166,stu_20f69da0cb1c4e165659670194602e68,2023_O,advisory,,CARLBL_BD76F0F196
SC_004167,stu_20f69da0cb1c4e165659670194602e68,2023_P,academic,CARCODE_LMK,
SC_004168,stu_20f69da0cb1c4e165659670194602e68,2023_P,advisory,,CARLBL_BD76F0F196
SC_004169,stu_21058adde393ddb27289a249f29d2c2e,2023_O,academic,CARCODE_LMT,
SC_004170,stu_21058adde393ddb27289a249f29d2c2e,2024_O,academic,CARCODE_LMT,
SC_004171,stu_21058adde393ddb27289a249f29d2c2e,2024_P,academic,CARCODE_LMT,
SC_004172,stu_21058adde393ddb27289a249f29d2c2e,2025_P,academic,CARCODE_LMT,
SC_004173,stu_210bee0a0bbf69d282e0ce85b6073fa6,2020_O,academic,CARCODE_LMK,
SC_004174,stu_210bee0a0bbf69d282e0ce85b6073fa6,2021_P,academic,CARCODE_LMK,
SC_004175,stu_210bee0a0bbf69d282e0ce85b6073fa6,2021_P,diagnostic,,
SC_004176,stu_210e7422cc77f315f293e60ac00ec653,2024_O,academic,CARCODE_LBIM,
SC_004177,stu_210fc0189af24f544fd1a876d3b0bb5f,2021_O,academic,CARCODE_LNI,
SC_004178,stu_2122e7b0859dca006e94749faabc7b12,2022_O,academic,CARCODE_LCN,
SC_004179,stu_2125e61c9fe7dfdfc8a4114fcfae1972,2021_O,academic,CARCODE_LIM,
SC_004180,stu_213425fa4f12c8ec7a10f0f164fcbcb6,2019_O,advisory,,CARLBL_41179F062D
SC_004181,stu_213425fa4f12c8ec7a10f0f164fcbcb6,2019_O,advisory,,CARLBL_F041EA11A4
SC_004182,stu_213483f011724400323956ba4c21fdb9,2020_O,academic,CARCODE_LMK,
SC_004183,stu_213483f011724400323956ba4c21fdb9,2020_O,advisory,,CARLBL_BD76F0F196
SC_004184,stu_213483f011724400323956ba4c21fdb9,2020_P,academic,CARCODE_LMK,
SC_004185,stu_213483f011724400323956ba4c21fdb9,2020_P,advisory,,CARLBL_BD76F0F196
SC_004186,stu_213483f011724400323956ba4c21fdb9,2021_P,academic,CARCODE_LMK,
SC_004187,stu_21364480f043eb6e2a8fcab90a26d766,2019_O,academic,CARCODE_LIY,
SC_004188,stu_21364480f043eb6e2a8fcab90a26d766,2019_O,advisory,,CARLBL_B3FCCAA8C1
SC_004189,stu_21364480f043eb6e2a8fcab90a26d766,2019_P,academic,CARCODE_LIY,
SC_004190,stu_2138c4aaaf0dc9a25a666c30126214c2,2020_O,academic,CARCODE_LII,
SC_004191,stu_2138c4aaaf0dc9a25a666c30126214c2,2020_P,academic,CARCODE_LII,
SC_004192,stu_213b90442c05335c74788fc785d95dc4,2021_O,academic,CARCODE_LFA,
SC_004193,stu_213b90442c05335c74788fc785d95dc4,2021_P,advisory,,CARLBL_783067A8AC
SC_004194,stu_213dc593c3494a5e5d624d8f616f9cdd,2023_O,academic,CARCODE_LIS,
SC_004195,stu_2143d95498432de93be789704c495c95,2021_O,academic,CARCODE_LIN,
SC_004196,stu_2143d95498432de93be789704c495c95,2021_O,academic,CARCODE_LQI,
SC_004197,stu_2143d95498432de93be789704c495c95,2022_O,academic,CARCODE_LIN,
SC_004198,stu_2143d95498432de93be789704c495c95,2022_O,academic,CARCODE_LQI,
SC_004199,stu_2143d95498432de93be789704c495c95,2022_P,academic,CARCODE_LIN,
SC_004200,stu_2143d95498432de93be789704c495c95,2022_P,academic,CARCODE_LQI,
SC_004201,stu_2143d95498432de93be789704c495c95,2022_P,diagnostic,,
SC_004202,stu_214b81b32af6bc4764440535ccf9c74d,2019_O,academic,CARCODE_LIN,
SC_004203,stu_214b81b32af6bc4764440535ccf9c74d,2019_P,academic,CARCODE_LIN,
SC_004204,stu_214c414cf5fc845b7950a0e6a6ed9809,2019_P,advisory,,CARLBL_41179F062D
SC_004205,stu_214ce4765720fd3d4ce9f9f3b15fe5a5,2019_O,academic,CARCODE_LEC,
SC_004206,stu_214ce4765720fd3d4ce9f9f3b15fe5a5,2019_O,advisory,,CARLBL_255574A75E
SC_004207,stu_214ce4765720fd3d4ce9f9f3b15fe5a5,2019_P,academic,CARCODE_LEC,
SC_004208,stu_215898e17699fbc34a946b99f26638aa,2020_O,academic,CARCODE_LAT,
SC_004209,stu_215898e17699fbc34a946b99f26638aa,2020_O,advisory,,CARLBL_F041EA11A4
SC_004210,stu_215898e17699fbc34a946b99f26638aa,2021_O,academic,CARCODE_LAT,
SC_004211,stu_215898e17699fbc34a946b99f26638aa,2021_O,advisory,,CARLBL_F041EA11A4
SC_004212,stu_215898e17699fbc34a946b99f26638aa,2021_P,academic,CARCODE_LAT,
SC_004213,stu_215898e17699fbc34a946b99f26638aa,2021_P,advisory,,CARLBL_F041EA11A4
SC_004214,stu_215898e17699fbc34a946b99f26638aa,2021_P,diagnostic,,CARLBL_F041EA11A4
SC_004215,stu_215898e17699fbc34a946b99f26638aa,2023_P,advisory,,CARLBL_F041EA11A4
SC_004216,stu_215a378158f00fa01917c094366fd6f8,2021_O,academic,CARCODE_LII,
SC_004217,stu_215a378158f00fa01917c094366fd6f8,2021_P,advisory,,CARLBL_DAB7ED3371
SC_004218,stu_215a378158f00fa01917c094366fd6f8,2022_O,academic,CARCODE_LII,
SC_004219,stu_215a378158f00fa01917c094366fd6f8,2022_O,advisory,,CARLBL_DAB7ED3371
SC_004220,stu_215a378158f00fa01917c094366fd6f8,2022_P,academic,CARCODE_LII,
SC_004221,stu_215a378158f00fa01917c094366fd6f8,2022_P,advisory,,CARLBL_DAB7ED3371
SC_004222,stu_215a378158f00fa01917c094366fd6f8,2022_P,diagnostic,,CARLBL_DAB7ED3371
SC_004223,stu_215d790d3ca93cc6f7ca1217a051baa7,2023_O,academic,CARCODE_LNI,
SC_004224,stu_215d790d3ca93cc6f7ca1217a051baa7,2024_O,academic,CARCODE_LNI,
SC_004225,stu_215d790d3ca93cc6f7ca1217a051baa7,2024_P,academic,CARCODE_LNI,
SC_004226,stu_215d790d3ca93cc6f7ca1217a051baa7,2024_P,diagnostic,,
SC_004227,stu_215f3cff6f3d8f909995a9e40e93bc50,2019_O,academic,CARCODE_LFB,
SC_004228,stu_215f3cff6f3d8f909995a9e40e93bc50,2020_P,academic,CARCODE_LFB,
SC_004229,stu_215f3cff6f3d8f909995a9e40e93bc50,2020_P,diagnostic,,
SC_004230,stu_2162e70d8e185009ee0977e16af3fe95,2020_O,academic,CARCODE_LNI,
SC_004231,stu_2162e70d8e185009ee0977e16af3fe95,2021_P,academic,CARCODE_LNI,
SC_004232,stu_2162e70d8e185009ee0977e16af3fe95,2021_P,diagnostic,,
SC_004233,stu_2162e70d8e185009ee0977e16af3fe95,2022_P,academic,CARCODE_LNI,
SC_004234,stu_216492858696737c6a79c5c5c3f64d5e,2023_O,academic,CARCODE_LAT,
SC_004235,stu_216492858696737c6a79c5c5c3f64d5e,2023_O,advisory,,CARLBL_F041EA11A4
SC_004236,stu_216492858696737c6a79c5c5c3f64d5e,2023_P,advisory,,CARLBL_F041EA11A4
SC_004237,stu_216492858696737c6a79c5c5c3f64d5e,2024_O,academic,CARCODE_LAT,
SC_004238,stu_216492858696737c6a79c5c5c3f64d5e,2024_P,academic,CARCODE_LAT,
SC_004239,stu_2187d8b5bbd3d8c71ca38b11871eadb6,2020_P,academic,CARCODE_LPM,
SC_004240,stu_218a2d226c6c80756c0b313a8a87eff5,2022_O,academic,CARCODE_LFP,
SC_004241,stu_218a2d226c6c80756c0b313a8a87eff5,2022_O,advisory,,CARLBL_F867BE971F
SC_004242,stu_218a2d226c6c80756c0b313a8a87eff5,2023_O,academic,CARCODE_LFP,
SC_004243,stu_218a2d226c6c80756c0b313a8a87eff5,2023_P,academic,CARCODE_LFP,
SC_004244,stu_218e68fcd09068ef08ed85be7982b63c,2021_O,academic,CARCODE_LIS,
SC_004245,stu_218e68fcd09068ef08ed85be7982b63c,2022_O,academic,CARCODE_LIS,
SC_004246,stu_218e68fcd09068ef08ed85be7982b63c,2022_P,academic,CARCODE_LIS,
SC_004247,stu_218e68fcd09068ef08ed85be7982b63c,2022_P,diagnostic,,
SC_004248,stu_2192bff2073767e9a285dc1c9697ad27,2019_O,academic,CARCODE_LNA,
SC_004249,stu_2192bff2073767e9a285dc1c9697ad27,2020_O,academic,CARCODE_LNA,
SC_004250,stu_2192bff2073767e9a285dc1c9697ad27,2020_P,academic,CARCODE_LNA,
SC_004251,stu_2192bff2073767e9a285dc1c9697ad27,2020_P,diagnostic,,CARLBL_AA24E93890
SC_004252,stu_2192bff2073767e9a285dc1c9697ad27,2021_O,academic,CARCODE_LNA,
SC_004253,stu_2192bff2073767e9a285dc1c9697ad27,2022_P,advisory,,CARLBL_AA24E93890
SC_004254,stu_2199a526cf29a3207f073c27d344e665,2019_P,academic,CARCODE_LPA,
SC_004255,stu_219d195e2e6ca831aaa9aac0507882fb,2022_O,advisory,,CARLBL_9393C45E8D
SC_004256,stu_219efda53c6d1058ad3474e1810ea523,2020_O,academic,CARCODE_LEF,
SC_004257,stu_219efda53c6d1058ad3474e1810ea523,2020_P,advisory,,CARLBL_7FCE1E6B4F
SC_004258,stu_219efda53c6d1058ad3474e1810ea523,2021_O,academic,CARCODE_LEF,
SC_004259,stu_21a0a6a4b03e03233da0dc42b77dcc2a,2020_O,academic,CARCODE_LMT,
SC_004260,stu_21a0a6a4b03e03233da0dc42b77dcc2a,2021_P,academic,CARCODE_LMT,
SC_004261,stu_21bff524b2735bd0c34f29668802a837,2019_O,academic,CARCODE_LAD,
SC_004262,stu_21bff524b2735bd0c34f29668802a837,2019_O,advisory,,CARLBL_4D358FAC4B
SC_004263,stu_21bff524b2735bd0c34f29668802a837,2019_P,academic,CARCODE_LAD,
SC_004264,stu_21bff524b2735bd0c34f29668802a837,2019_P,advisory,,CARLBL_4D358FAC4B
SC_004265,stu_21c154066bd0688bb4606d3199c316ff,2022_O,academic,CARCODE_LFB,
SC_004266,stu_21c154066bd0688bb4606d3199c316ff,2022_O,advisory,,CARLBL_39611AFCAD
SC_004267,stu_21c154066bd0688bb4606d3199c316ff,2023_O,academic,CARCODE_LFB,
SC_004268,stu_21c154066bd0688bb4606d3199c316ff,2023_P,academic,CARCODE_LFB,
SC_004269,stu_21ccaa90be0f3821ce91fdec1f7de0c9,2019_O,academic,CARCODE_LEA,
SC_004270,stu_21cdd0bb09fb1034df722659cbac2eb6,2019_O,academic,CARCODE_LNA,
SC_004271,stu_21cdd0bb09fb1034df722659cbac2eb6,2019_O,advisory,,CARLBL_56B3A1BFE0
SC_004272,stu_21cdd0bb09fb1034df722659cbac2eb6,2020_O,academic,CARCODE_LNA,
SC_004273,stu_21cdd0bb09fb1034df722659cbac2eb6,2020_O,advisory,,CARLBL_56B3A1BFE0
SC_004274,stu_21cdd0bb09fb1034df722659cbac2eb6,2020_P,academic,CARCODE_LNA,
SC_004275,stu_21cdd0bb09fb1034df722659cbac2eb6,2020_P,advisory,,CARLBL_56B3A1BFE0
SC_004276,stu_21cdd0bb09fb1034df722659cbac2eb6,2020_P,diagnostic,,CARLBL_56B3A1BFE0
SC_004277,stu_21d0f3f53a70331bd28874ab9863cd2a,2022_O,academic,CARCODE_LEF,
SC_004278,stu_21e15d6f981d5494a8f4c408475c3a12,2021_O,academic,CARCODE_LFB,
SC_004279,stu_21e15d6f981d5494a8f4c408475c3a12,2022_O,academic,CARCODE_LFB,
SC_004280,stu_21e15d6f981d5494a8f4c408475c3a12,2022_P,academic,CARCODE_LFB,
SC_004281,stu_21e15d6f981d5494a8f4c408475c3a12,2022_P,diagnostic,,
SC_004282,stu_21e15d6f981d5494a8f4c408475c3a12,2023_O,academic,CARCODE_LFB,
SC_004283,stu_21e15d6f981d5494a8f4c408475c3a12,2023_P,academic,CARCODE_LFB,
SC_004284,stu_21e15d6f981d5494a8f4c408475c3a12,2023_P,diagnostic,,
SC_004285,stu_21e15d6f981d5494a8f4c408475c3a12,2024_O,academic,CARCODE_LFB,
SC_004286,stu_21e15d6f981d5494a8f4c408475c3a12,2024_P,academic,CARCODE_LFB,
SC_004287,stu_21e15d6f981d5494a8f4c408475c3a12,2024_P,diagnostic,,
SC_004288,stu_21e15d6f981d5494a8f4c408475c3a12,2025_P,academic,CARCODE_LFB,
SC_004289,stu_21e54fae33c5856ebda4eff6d500bef9,2023_O,academic,CARCODE_LRP,
SC_004290,stu_21e54fae33c5856ebda4eff6d500bef9,2023_O,advisory,,CARLBL_D788F04446
SC_004291,stu_21e54fae33c5856ebda4eff6d500bef9,2023_P,advisory,,CARLBL_D788F04446
SC_004292,stu_21ed6e1e312dfe1792987cb0970ee21b,2022_P,academic,CARCODE_LIS,
SC_004293,stu_22023cb7a1e079b7685b1c2384cd291f,2020_P,academic,CARCODE_LAD,
SC_004294,stu_22023cb7a1e079b7685b1c2384cd291f,2021_P,academic,CARCODE_LAD,
SC_004295,stu_22023cb7a1e079b7685b1c2384cd291f,2022_O,academic,CARCODE_LAD,
SC_004296,stu_2202e418f23fc8f3b377c3cb92aad85e,2019_O,academic,CARCODE_LAD,
