diagnostic_id,student_id,career_label_id,term_id,partial_1,partial_2,partial_3,partial_4,total,exam_type,percentage
DIAG_00450,stu_166c260e5b924cbe473261823cbacecf,,2020_P,10.0,30.0,10.0,10.0,60.0,DMU,40.0
DIAG_00451,stu_07656b4768a4b29156d104924638b559,CARLBL_5B99AB135B,2020_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_00452,stu_4f8c872f7192abba5296b69544239b9a,CARLBL_783067A8AC,2020_P,10.0,30.0,20.0,10.0,70.0,DMU,46.66666666666666
DIAG_00453,stu_8dfbdb675a1d929d726bfa8572954500,,2020_P,20.0,10.0,10.0,10.0,50.0,DMU,33.33333333333333
DIAG_00454,stu_1212e663cc86722964e988b432301c20,CARLBL_255574A75E,2020_P,0.0,10.0,10.0,10.0,30.0,DMU,20.0
DIAG_00455,stu_54437b263ca9cfe6ab71eeb94bd5641e,,2020_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_00456,stu_395f6b33bf4316611b35b57f5672ae85,CARLBL_4D358FAC4B,2020_P,10.0,10.0,30.0,20.0,70.0,DMU,46.66666666666666
DIAG_00457,stu_20cbae63fb3f4825fab3ccd68df4a539,,2020_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_00458,stu_c48777d6d3457d4e1f57db49d0fee323,,2020_P,10.0,10.0,10.0,10.0,40.0,DMU,26.66666666666667
DIAG_00459,stu_d08bf5a5dc168550ff21f62c4e8c268c,CARLBL_F041EA11A4,2020_P,30.0,20.0,30.0,10.0,90.0,DMU,60.0
DIAG_00460,stu_8b1c0111788dc2b68ecfea7dc1ff3ac9,,2020_P,20.0,10.0,30.0,20.0,80.0,DMU,53.33333333333334
DIAG_00461,stu_4d4e71351768d9b9169966bd3fa2115d,,2020_P,30.0,40.0,20.0,0.0,90.0,DMU,60.0
DIAG_00462,stu_bf61e52cab03f549ca66fb14685ca8cc,CARLBL_41179F062D,2020_P,10.0,20.0,20.0,0.0,50.0,DMU,33.33333333333333
DIAG_00463,stu_fdb7e1bf2e037a16ffdd3db5f60a4c46,CARLBL_DAB7ED3371,2020_P,20.0,30.0,20.0,30.0,100.0,DMU,66.66666666666666
DIAG_00464,stu_5fc490e19b9f8346d07643b210ad2c1e,CARLBL_F041EA11A4,2020_P,10.0,20.0,30.0,0.0,60.0,DMU,40.0
DIAG_00465,stu_27c5d425cc250db6dba4be23d3aa5ef0,CARLBL_DAB7ED3371,2020_P,40.0,40.0,10.0,20.0,110.0,DMU,73.33333333333333
DIAG_00466,stu_13e2dfb47fa658b989dad3914a8ebd3c,CARLBL_28FD56FF33,2020_P,20.0,20.0,40.0,10.0,90.0,DMU,60.0
DIAG_00467,stu_06c967dcb3f7f1417e2d0d532c7c1a2c,,2020_P,20.0,30.0,30.0,0.0,80.0,DMU,53.33333333333334
DIAG_00468,stu_3e2b719a21249002afd600788d6d200c,CARLBL_F867BE971F,2020_P,10.0,10.0,10.0,0.0,30.0,DMU,20.0
DIAG_00469,stu_d60e23a5211744361b9436cfa27e7eaf,CARLBL_8DBD054572,2020_P,20.0,10.0,20.0,10.0,60.0,DMU,40.0
DIAG_00470,stu_b305aea08a0f7ca7a25ee4edff515ab7,CARLBL_563A8FB47A,2020_P,20.0,30.0,20.0,20.0,90.0,DMU,60.0
DIAG_00471,stu_1bc6577b4e4a740594a05366652edea3,CARLBL_DAB7ED3371,2020_P,20.0,20.0,30.0,10.0,80.0,DMU,53.33333333333334
DIAG_00472,stu_57de8747b053abcee4a6e954ce6beffc,CARLBL_F867BE971F,2020_P,20.0,30.0,0.0,20.0,70.0,DMU,46.66666666666666
DIAG_00473,stu_fc5f3eab5ab39426c825cd78a2a05c7b,CARLBL_F867BE971F,2020_P,20.0,20.0,20.0,0.0,60.0,DMU,40.0
DIAG_00474,stu_c5ba977b5ecd4eb97973b033fc4dd2f0,,2020_P,20.0,30.0,20.0,10.0,80.0,DMU,53.33333333333334
DIAG_00475,stu_6268b55c665329c852baa6ccbc457cb9,CARLBL_9393C45E8D,2020_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_00476,stu_0b26253b880b21c9bebe33fb179485d5,,2020_P,20.0,10.0,10.0,10.0,50.0,DMU,33.33333333333333
DIAG_00477,stu_734346dc40c1c224c005490c1e09c742,CARLBL_B3FCCAA8C1,2020_P,40.0,30.0,10.0,10.0,90.0,DMU,60.0
DIAG_00478,stu_d324c8c40b6f575f2f3f6990bf4c9251,CARLBL_BD76F0F196,2020_P,10.0,10.0,20.0,10.0,50.0,DMU,33.33333333333333
DIAG_00479,stu_0ce7b916b4744c40c8fc8346cf726367,,2020_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_00480,stu_9c47551e741a27cd92c6bb4bd3f66ba6,CARLBL_BD76F0F196,2020_P,30.0,30.0,20.0,10.0,90.0,DMU,60.0
DIAG_00481,stu_5efe064724cdbf5d3cd9b66397ba42cb,CARLBL_563A8FB47A,2020_P,10.0,10.0,10.0,10.0,40.0,DMU,26.66666666666667
DIAG_00482,stu_c157a45aa15090f50da5d3bfc8089c4d,,2020_P,30.0,30.0,20.0,20.0,100.0,DMU,66.66666666666666
DIAG_00483,stu_1a9d2dfb06df9d995815d7ddb7f4ae40,CARLBL_563A8FB47A,2020_P,20.0,30.0,20.0,20.0,90.0,DMU,60.0
DIAG_00484,stu_99b9b93a3da42d7086e2083ce358877a,,2020_P,20.0,10.0,40.0,10.0,80.0,DMU,53.33333333333334
DIAG_00485,stu_de2dc1b2dd030767388241956ebf6cbb,,2020_P,10.0,30.0,30.0,20.0,90.0,DMU,60.0
DIAG_00486,stu_f65fedf1de03b006c0992d64f3f15209,,2020_P,40.0,40.0,20.0,20.0,120.0,DMU,80.0
DIAG_00487,stu_919f5974b1abd148251b04bcf9a79a7c,,2020_P,30.0,40.0,30.0,0.0,100.0,DMU,66.66666666666666
DIAG_00488,stu_a1b34867f592f4c338eeab53e9e3eb89,CARLBL_563A8FB47A,2020_P,20.0,10.0,0.0,10.0,40.0,DMU,26.66666666666667
DIAG_00489,stu_5e53447debe6b8fb7bad9d0744bc35c2,,2020_P,30.0,20.0,20.0,0.0,70.0,DMU,46.66666666666666
DIAG_00490,stu_c6f6450d4c99f91407900813aa4d516c,CARLBL_CC13F1BB98,2020_P,20.0,20.0,10.0,0.0,50.0,DMU,33.33333333333333
DIAG_00491,stu_902a1ad2331f6b3c79d59c03e96f994e,CARLBL_563A8FB47A,2020_P,30.0,10.0,10.0,10.0,60.0,DMU,40.0
DIAG_00492,stu_1b839117de6ad32cbd3f96f694bcc084,,2020_P,20.0,20.0,10.0,0.0,50.0,DMU,33.33333333333333
DIAG_00493,stu_cbbba5aff76c9b4d59383618461e7b69,CARLBL_563A8FB47A,2020_P,40.0,20.0,20.0,0.0,80.0,DMU,53.33333333333334
DIAG_00494,stu_bb8e240104d82423c75edddb145c7ed5,,2020_P,20.0,30.0,20.0,0.0,70.0,DMU,46.66666666666666
DIAG_00495,stu_9a625ed9045db8dfafc6d8f62202835c,,2020_P,40.0,20.0,10.0,10.0,80.0,DMU,53.33333333333334
DIAG_00496,stu_698306274d9d9a8c281b316baa61c739,CARLBL_9FDFCF684F,2020_P,20.0,30.0,10.0,20.0,80.0,DMU,53.33333333333334
DIAG_00497,stu_d9229ac1e623e5cae042f9c3106660c4,,2020_P,10.0,30.0,20.0,10.0,70.0,DMU,46.66666666666666
DIAG_00498,stu_ee2ba544914315195f50544703c1f024,CARLBL_9FDFCF684F,2020_P,20.0,30.0,10.0,0.0,60.0,DMU,40.0
DIAG_00499,stu_80818b0e44813d20e823b738e8a2e397,CARLBL_255574A75E,2020_P,40.0,20.0,20.0,20.0,100.0,DMU,66.66666666666666
DIAG_00500,stu_300f8f38f26d9de4c934bf618c54cfef,,2020_P,30.0,30.0,20.0,10.0,90.0,DMU,60.0
DIAG_00501,stu_3a3dd6d2983cb3409e81568bd051ff6d,CARLBL_F041EA11A4,2020_P,30.0,20.0,20.0,0.0,70.0,DMU,46.66666666666666
DIAG_00502,stu_edd95aac9f8ac38a779a631913d6d8b1,CARLBL_783067A8AC,2020_P,40.0,30.0,20.0,20.0,110.0,DMU,73.33333333333333
DIAG_00503,stu_92d567ac74357d31e01a83477b73da3d,,2020_P,40.0,10.0,30.0,0.0,80.0,DMU,53.33333333333334
DIAG_00504,stu_3c77a6206198432c26e7cc644c1e5656,CARLBL_F867BE971F,2020_P,20.0,20.0,10.0,10.0,60.0,DMU,40.0
DIAG_00505,stu_46be8f2823538177f5de10eb84344565,,2020_P,10.0,10.0,10.0,0.0,30.0,DMU,20.0
DIAG_00506,stu_79e4586d67704e80881fdc8f9780857f,CARLBL_8DBD054572,2020_P,10.0,20.0,0.0,10.0,40.0,DMU,26.66666666666667
DIAG_00507,stu_a30be263771bb1b0bb4d57111723afce,CARLBL_BD76F0F196,2020_P,10.0,30.0,10.0,0.0,50.0,DMU,33.33333333333333
DIAG_00508,stu_1174fae10838c9860edcdd5ad41bb89d,,2020_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_00509,stu_f36b060a6edfd1a59e45e898687dee91,CARLBL_F041EA11A4,2020_P,10.0,30.0,0.0,10.0,50.0,DMU,33.33333333333333
DIAG_00510,stu_2f4a86570dc871b7f1c9555b13adc42b,CARLBL_F867BE971F,2020_P,30.0,30.0,10.0,0.0,70.0,DMU,46.66666666666666
DIAG_00511,stu_4bfd76e99efd32ef6e82b19dedb98865,CARLBL_28FD56FF33,2020_P,0.0,10.0,20.0,20.0,50.0,DMU,33.33333333333333
DIAG_00512,stu_7b791110d42373e4734e41fad683139a,,2020_P,30.0,20.0,40.0,10.0,100.0,DMU,66.66666666666666
DIAG_00513,stu_356c0e5836f7cc245629ed028682cdba,CARLBL_563A8FB47A,2020_P,20.0,0.0,10.0,20.0,50.0,DMU,33.33333333333333
DIAG_00514,stu_70fd260eac5ce85c44204db4618a7dab,CARLBL_9FDFCF684F,2020_P,10.0,10.0,10.0,0.0,30.0,DMU,20.0
DIAG_00515,stu_c2a7c42ede3613dd7f7a6c9d7f02d304,,2020_P,30.0,30.0,40.0,0.0,100.0,DMU,66.66666666666666
DIAG_00516,stu_487937a632cfac38ca28474e8ae51381,,2020_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_00517,stu_c8a51b11fb07bbc5416f151044d861db,,2020_P,20.0,40.0,30.0,30.0,120.0,DMU,80.0
DIAG_00518,stu_e300d0326cdee9d9a7dc3d3a5cdc3864,CARLBL_6264AD2D5A,2020_P,20.0,40.0,20.0,0.0,80.0,DMU,53.33333333333334
DIAG_00519,stu_94a822f5761c73454e4fe6262dfc2fed,,2020_P,20.0,20.0,20.0,20.0,80.0,DMU,53.33333333333334
DIAG_00520,stu_b0dc5d130c9fe40a02675a1a7086efb8,,2020_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_00521,stu_a064d5f610bc28ee7cf46b7b9737143d,CARLBL_783067A8AC,2020_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_00522,stu_7e124e846dffed7c34986c1e58c4cddb,CARLBL_9FDFCF684F,2020_P,20.0,20.0,10.0,20.0,70.0,DMU,46.66666666666666
DIAG_00523,stu_6570d4de2d941951ca8899a95f4d9b9a,CARLBL_4D358FAC4B,2020_P,0.0,0.0,30.0,10.0,40.0,DMU,26.66666666666667
DIAG_00524,stu_a06de3497fb101313841394b8d5b4227,,2020_P,20.0,40.0,40.0,20.0,120.0,DMU,80.0
DIAG_00525,stu_0425d1da6ae23f86a58f7cbc4d19434e,,2020_P,40.0,40.0,40.0,30.0,150.0,DMU,100.0
DIAG_00526,stu_7a134ad5179a6d91a96b2effe6a872b7,,2020_P,20.0,20.0,0.0,20.0,60.0,DMU,40.0
DIAG_00527,stu_0fec827e15bd13c07970373437f8fdb7,CARLBL_563A8FB47A,2020_P,20.0,30.0,30.0,10.0,90.0,DMU,60.0
DIAG_00528,stu_b4a5841e25d46019b89cf789acdceb49,,2020_P,20.0,10.0,40.0,10.0,80.0,DMU,53.33333333333334
DIAG_00529,stu_c336d5f0e9eed7ac6c1014b05aaa429d,CARLBL_4D358FAC4B,2020_P,10.0,30.0,10.0,10.0,60.0,DMU,40.0
DIAG_00530,stu_dd8361a0ae020f028deebf7721835d40,CARLBL_F041EA11A4,2020_P,40.0,40.0,40.0,30.0,150.0,DMU,100.0
DIAG_00531,stu_0dfd9ed840b31b60cc46cbd24a301785,,2020_P,40.0,30.0,20.0,20.0,110.0,DMU,73.33333333333333
DIAG_00532,stu_22f9047d799c22927706f18f518dc082,,2020_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_00533,stu_12f3be997471125d277de86c14bdbf9d,CARLBL_6264AD2D5A,2020_P,10.0,20.0,10.0,10.0,50.0,DMU,33.33333333333333
DIAG_00534,stu_f787f31325ed739bf1a19e3af8474937,,2020_P,20.0,20.0,30.0,20.0,90.0,DMU,60.0
DIAG_00535,stu_760aacef2ae395b11f50b40d7f9d86b9,,2020_P,20.0,40.0,20.0,0.0,80.0,DMU,53.33333333333334
DIAG_00536,stu_cee2cc4fb2ac2b1c5b53e22c6500690f,,2020_P,10.0,0.0,10.0,20.0,40.0,DMU,26.66666666666667
DIAG_00537,stu_9e7f59fae3aaaeb2e608c12f50089603,,2020_P,30.0,30.0,30.0,30.0,120.0,DMU,80.0
DIAG_00538,stu_b5a6d02f080d59f2d8466da164ec5e08,CARLBL_255574A75E,2020_P,30.0,20.0,0.0,10.0,60.0,DMU,40.0
DIAG_00539,stu_7495e9544e21dc99f591e51540a06a3a,CARLBL_D174EB3A71,2020_P,20.0,30.0,20.0,10.0,80.0,DMU,53.33333333333334
DIAG_00540,stu_a5f8cc7d6645a11147da626c2f0ce176,,2020_P,40.0,30.0,40.0,30.0,140.0,DMU,93.33333333333333
DIAG_00541,stu_3c10ea5a3510c74e2de5ba8bdeaa4d13,CARLBL_F867BE971F,2020_P,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
DIAG_00542,stu_0fef832bad1ec4a9ee0b3db08bdbb456,CARLBL_DAB7ED3371,2020_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_00543,stu_a90cfdfc23e6c2b19efdfe1c5f40c03e,,2020_P,10.0,20.0,20.0,10.0,60.0,DMU,40.0
DIAG_00544,stu_f28143f60d3373c4cbf7bbb33535be95,CARLBL_F041EA11A4,2020_P,20.0,20.0,30.0,30.0,100.0,DMU,66.66666666666666
DIAG_00545,stu_cace1de7720f0d56a6023601e7950425,CARLBL_F041EA11A4,2020_P,20.0,40.0,40.0,30.0,130.0,DMU,86.66666666666667
DIAG_00546,stu_098b4cd59fbe83a3361a434a94388b1c,,2020_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_00547,stu_7030270e2b11f940d5ccff00fc188b63,,2020_P,10.0,30.0,30.0,20.0,90.0,DMU,60.0
DIAG_00548,stu_89a87796541ad47540dff7ee661dc4b6,CARLBL_41179F062D,2020_P,20.0,30.0,10.0,0.0,60.0,DMU,40.0
DIAG_00549,stu_4f4e8fae34b6b66d6ab8804589527c15,CARLBL_F7A3F2E0E2,2020_P,20.0,40.0,20.0,10.0,90.0,DMU,60.0
DIAG_00550,stu_c46a7b5b1fa7aab62694e5157d38ab46,CARLBL_563A8FB47A,2020_P,10.0,20.0,30.0,0.0,60.0,DMU,40.0
DIAG_00551,stu_2626249a16cb1e4e903366958080bcdf,,2020_P,30.0,30.0,30.0,30.0,120.0,DMU,80.0
DIAG_00552,stu_7a8b6ed99b6ac5d60dd29d40087cedb0,,2020_P,0.0,20.0,20.0,10.0,50.0,DMU,33.33333333333333
DIAG_00553,stu_c646505506d978d59336808d126c0ef6,,2020_P,40.0,20.0,10.0,20.0,90.0,DMU,60.0
DIAG_00554,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,CARLBL_255574A75E,2020_P,20.0,30.0,40.0,10.0,100.0,DMU,66.66666666666666
DIAG_00555,stu_a01a64f44e27431a078e2874e7d2d8b5,,2020_P,30.0,20.0,0.0,0.0,50.0,DMU,33.33333333333333
DIAG_00556,stu_a7f738828876b989948d56e41374ad67,,2020_P,10.0,20.0,20.0,0.0,50.0,DMU,33.33333333333333
DIAG_00557,stu_3fdac09d22959f7bf6036a9542f5a83e,CARLBL_28FD56FF33,2020_P,20.0,20.0,20.0,20.0,80.0,DMU,53.33333333333334
DIAG_00558,stu_f10afe7aa115d3da912c95681bbe4191,CARLBL_B2CB496E63,2020_P,0.0,20.0,0.0,10.0,30.0,DMU,20.0
DIAG_00559,stu_e5aad8527c4c791290380dee7c34953d,CARLBL_ADFF4A692B,2020_P,20.0,30.0,30.0,10.0,90.0,DMU,60.0
DIAG_00560,stu_9e0c1e1e19a12add3db1751e6a3abf35,CARLBL_DAB7ED3371,2020_P,30.0,30.0,20.0,20.0,100.0,DMU,66.66666666666666
DIAG_00561,stu_28cfb963cdb87f79040e66067d53b967,CARLBL_563A8FB47A,2020_P,10.0,20.0,20.0,20.0,70.0,DMU,46.66666666666666
DIAG_00562,stu_60ec105eac25cf82b144f1c0e69e6195,,2020_P,10.0,10.0,10.0,0.0,30.0,DMU,20.0
DIAG_00563,stu_b776ee479d291bddf45ef764e237f3e0,,2020_P,30.0,30.0,10.0,0.0,70.0,DMU,46.66666666666666
DIAG_00564,stu_de8423264d46c273f704078100189d72,,2020_P,20.0,30.0,0.0,10.0,60.0,DMU,40.0
DIAG_00565,stu_6772acc2213a29276107c8b511b1339c,CARLBL_4D358FAC4B,2020_P,10.0,30.0,20.0,10.0,70.0,DMU,46.66666666666666
DIAG_00566,stu_c5739fa447fa7454621429f15448fe37,,2020_P,40.0,40.0,30.0,10.0,120.0,DMU,80.0
DIAG_00567,stu_9461b90edbba4f47d99492a6fde9a914,,2020_P,20.0,40.0,10.0,20.0,90.0,DMU,60.0
DIAG_00568,stu_e93c2a196390b336cf0525e25554d096,,2020_P,40.0,30.0,40.0,30.0,140.0,DMU,93.33333333333333
DIAG_00569,stu_e60a939e74cbc4d7e791e19fc7c9dcc4,CARLBL_9FDFCF684F,2020_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_00570,stu_90c905ac14e3107da47095a4e2e9681d,CARLBL_8DBD054572,2020_P,10.0,20.0,20.0,0.0,50.0,DMU,33.33333333333333
DIAG_00571,stu_b5d089fc657fa4382f3cb1d4978a1db2,CARLBL_F041EA11A4,2020_P,30.0,20.0,30.0,0.0,80.0,DMU,53.33333333333334
DIAG_00572,stu_0ead02926a6695ca4e177326e250e7ca,,2020_P,20.0,40.0,30.0,0.0,90.0,DMU,60.0
DIAG_00573,stu_06aea7d36514979ae1ba176af2ed2e6b,CARLBL_DAB7ED3371,2020_P,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_00574,stu_b44b9ebf3c3205e9f992b75013732a95,,2020_P,40.0,10.0,10.0,20.0,80.0,DMU,53.33333333333334
DIAG_00575,stu_89205649b14ae8b3598d9a7e0c3c03b0,,2020_P,20.0,30.0,0.0,30.0,80.0,DMU,53.33333333333334
DIAG_00576,stu_18cb5a7381cf4cb6010ee867595b8f97,CARLBL_8DBD054572,2020_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_00577,stu_eb94f02fc73082fb99a80b6405512a6e,,2020_P,20.0,30.0,30.0,20.0,100.0,DMU,66.66666666666666
DIAG_00578,stu_d83db2ff5e9685359b71020557164d32,,2020_P,10.0,20.0,10.0,0.0,40.0,DMU,26.66666666666667
DIAG_00579,stu_ad678966106682f5083c4475d1620ca0,CARLBL_F041EA11A4,2020_P,30.0,20.0,30.0,20.0,100.0,DMU,66.66666666666666
DIAG_00580,stu_18c3fadedc1ad0acd0754d74a2c9c031,,2020_P,30.0,20.0,20.0,0.0,70.0,DMU,46.66666666666666
DIAG_00581,stu_abe0498acd702453c10dc9d7560fec70,CARLBL_F041EA11A4,2020_P,10.0,40.0,10.0,10.0,70.0,DMU,46.66666666666666
DIAG_00582,stu_49285f86c524661a8e54077ea5f4501e,CARLBL_255574A75E,2020_P,20.0,10.0,0.0,10.0,40.0,DMU,26.66666666666667
DIAG_00583,stu_7fa7a31f2cfaab51e7430615c966cd02,CARLBL_8DBD054572,2020_P,40.0,30.0,20.0,10.0,100.0,DMU,66.66666666666666
DIAG_00584,stu_8f2307f8205ce06a67a0958d637a509f,,2020_P,20.0,20.0,0.0,10.0,50.0,DMU,33.33333333333333
DIAG_00585,stu_68f31368e79735fd7820eca4a5df8cc7,,2020_P,10.0,20.0,0.0,10.0,40.0,DMU,26.66666666666667
DIAG_00586,stu_ab29dc0a7f3ae6f604a453776239ffa3,CARLBL_F041EA11A4,2020_P,40.0,20.0,20.0,10.0,90.0,DMU,60.0
DIAG_00587,stu_81036b76dbb0a3f22382f02040638860,CARLBL_F867BE971F,2020_P,10.0,20.0,20.0,10.0,60.0,DMU,40.0
DIAG_00588,stu_ea0d8ebf81f597f633f881132b653312,,2020_P,20.0,30.0,0.0,0.0,50.0,DMU,33.33333333333333
DIAG_00589,stu_f5bb462a9334fd296c908f598c3f83bf,,2020_P,20.0,20.0,30.0,0.0,70.0,DMU,46.66666666666666
DIAG_00590,stu_ead9a318cac4ee3723a313d18bbb833a,CARLBL_B2CB496E63,2020_P,30.0,40.0,10.0,20.0,100.0,DMU,66.66666666666666
DIAG_00591,stu_ef1d2db9b0dc4bdc480288a7ce540804,,2020_P,10.0,10.0,40.0,20.0,80.0,DMU,53.33333333333334
DIAG_00592,stu_b8b80eb4655d76495cd9fb1b363a2f73,,2020_P,10.0,30.0,10.0,10.0,60.0,DMU,40.0
DIAG_00593,stu_890a2389307cad563c2a308c0f8a3057,CARLBL_9393C45E8D,2020_P,30.0,10.0,10.0,0.0,50.0,DMU,33.33333333333333
DIAG_00594,stu_9317acb0d13f8a9996a84b0dc6f3acae,CARLBL_41179F062D,2020_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_00595,stu_584b7e50c93c71b7ded0a34e20cb2d8c,CARLBL_563A8FB47A,2020_P,30.0,30.0,10.0,10.0,80.0,DMU,53.33333333333334
DIAG_00596,stu_8b9ad3fe4b330e9db7d91d70dcad0aa0,,2020_P,40.0,30.0,10.0,0.0,80.0,DMU,53.33333333333334
DIAG_00597,stu_0f6f9621bb039b42bfc75520f78a2cca,CARLBL_DAB7ED3371,2020_P,30.0,30.0,20.0,10.0,90.0,DMU,60.0
DIAG_00598,stu_c99cec4d9d4d9c49a206c6fff2974577,,2020_P,10.0,30.0,20.0,0.0,60.0,DMU,40.0
DIAG_00599,stu_48c6d1e523ba683c24abe95c4c34afde,CARLBL_9393C45E8D,2020_P,20.0,20.0,10.0,0.0,50.0,DMU,33.33333333333333
DIAG_00600,stu_d2cb45308b17f59bc991c8e113f18adf,CARLBL_D174EB3A71,2020_P,40.0,30.0,30.0,0.0,100.0,DMU,66.66666666666666
DIAG_00601,stu_e8a1e9c06cd9bcaaea894241b508c6a3,,2020_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_00602,stu_1a62004a9c926949a00472c355111253,CARLBL_4D358FAC4B,2020_P,10.0,10.0,20.0,10.0,50.0,DMU,33.33333333333333
DIAG_00603,stu_60baa9cb334b90e673585257aa864e8b,CARLBL_DAB7ED3371,2020_P,10.0,10.0,0.0,10.0,30.0,DMU,20.0
DIAG_00604,stu_cc47cd50ad0e0bf35e4a4714301f2a92,CARLBL_783067A8AC,2020_P,30.0,20.0,10.0,0.0,60.0,DMU,40.0
DIAG_00605,stu_c1e9c81bc92ecde7b5fe598dd68d615e,CARLBL_DAB7ED3371,2020_P,0.0,10.0,10.0,10.0,30.0,DMU,20.0
DIAG_00606,stu_499b879b4fcde87e54bd5301bdb0db1b,CARLBL_F041EA11A4,2020_P,20.0,40.0,20.0,10.0,90.0,DMU,60.0
DIAG_00607,stu_fcddf7745217c25ef512e07e13ccd578,CARLBL_28FD56FF33,2020_P,10.0,10.0,30.0,0.0,50.0,DMU,33.33333333333333
DIAG_00608,stu_038b8d35364d759f321f9cc7cb372ee5,CARLBL_F041EA11A4,2020_P,30.0,20.0,30.0,20.0,100.0,DMU,66.66666666666666
DIAG_00609,stu_f3176ef1a023c9d09df3fbdbfef098e3,CARLBL_DAB7ED3371,2020_P,30.0,20.0,20.0,10.0,80.0,DMU,53.33333333333334
DIAG_00610,stu_d21b5151a463e79ace14665f9f5afabd,CARLBL_F041EA11A4,2020_P,40.0,40.0,30.0,10.0,120.0,DMU,80.0
DIAG_00611,stu_70989da38c447de1696e8ed07a999ece,,2020_P,40.0,10.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_00612,stu_8faf2598233cd438fdd391754a828382,,2020_P,30.0,30.0,40.0,0.0,100.0,DMU,66.66666666666666
DIAG_00613,stu_9fce178844fb72112a84fb0b794a8afb,CARLBL_F041EA11A4,2020_P,30.0,20.0,10.0,10.0,70.0,DMU,46.66666666666666
DIAG_00614,stu_ee86950e7d176adaae00ba88eb3eecfd,,2020_P,20.0,20.0,10.0,10.0,60.0,DMU,40.0
DIAG_00615,stu_f1ecb2d04063e8003d48cc97b6c4ac55,,2020_P,40.0,10.0,10.0,20.0,80.0,DMU,53.33333333333334
DIAG_00616,stu_18b9e9377b0362bc31538866b9cbf635,,2020_P,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_00617,stu_8b0c2b635ad587eaa1fedd4b5d1dd004,CARLBL_DAB7ED3371,2020_P,10.0,30.0,10.0,0.0,50.0,DMU,33.33333333333333
DIAG_00618,stu_25f86cfe0ff2690d7b8c79cad29efe93,,2020_P,40.0,10.0,20.0,10.0,80.0,DMU,53.33333333333334
DIAG_00619,stu_4cf2fd6596358f191a84ba87ab7ff2ac,,2020_P,20.0,30.0,10.0,20.0,80.0,DMU,53.33333333333334
DIAG_00620,stu_a6dc874a03005a7efcee3fb023183037,,2020_P,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
DIAG_00621,stu_5fdc44d52245bfbaf1b14a89e8f879ba,,2020_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_00622,stu_97368fe70e33f50b9e8651bdc621e14c,,2020_P,30.0,40.0,20.0,0.0,90.0,DMU,60.0
DIAG_00623,stu_16202bf9b26c1f4912baa16943970fd1,CARLBL_F041EA11A4,2020_P,30.0,20.0,30.0,30.0,110.0,DMU,73.33333333333333
DIAG_00624,stu_056002124b2f2306a60767348b2c5fd2,,2020_P,20.0,20.0,30.0,30.0,100.0,DMU,66.66666666666666
DIAG_00625,stu_d9aaf00d0a3465ef3169a9210a1f3b17,,2020_P,20.0,30.0,10.0,10.0,70.0,DMU,46.66666666666666
DIAG_00626,stu_73a7284947174657cc12f7f02eb7e891,,2020_P,30.0,10.0,30.0,10.0,80.0,DMU,53.33333333333334
DIAG_00627,stu_247f4f19ddc75a192b01ab0e98c04630,CARLBL_CC13F1BB98,2020_P,30.0,20.0,20.0,30.0,100.0,DMU,66.66666666666666
DIAG_00628,stu_6223343fc2c7d6185bacee8724336580,,2020_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_00629,stu_0d6e5114f7c1e48f24a86f0ea3530c49,,2020_P,0.0,10.0,20.0,0.0,30.0,DMU,20.0
DIAG_00630,stu_883e387abf0287c3d1295ea399b55085,CARLBL_255574A75E,2020_P,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
DIAG_00631,stu_08c36f765c6af05ad3fae8bccf85b0f1,CARLBL_9FDFCF684F,2020_P,30.0,20.0,0.0,10.0,60.0,DMU,40.0
