attempt_id,student_id,career_code_id,term_id,attempt_number,course_code,subject_id,grade,instructor_id,subject_mapping_method
ATTEMPT_008152,stu_6cc7485f32f3514646c0bade39df7265,CARCODE_LPO,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008153,stu_551681fd7141c47889bbd3492657a35a,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.4,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008154,stu_8960f53c2a2b568137103ec004bebf84,CARCODE_LRP,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8.1,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008155,stu_1e92bef4ed96a4fcb80b2e4508c11e36,CARCODE_LRM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8.4,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008156,stu_2df99aa4cdfc67244f698bbac9b61a79,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008157,stu_da93e6cd98f598cf6dd4b4215d07ad3b,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.3,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008158,stu_da93e6cd98f598cf6dd4b4215d07ad3b,CARCODE_LPO,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.3,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008159,stu_50e80f2363bf949c1b571743ab59b7b4,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.5,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008160,stu_58895e28c0abf99554d417a78129914a,CARCODE_LRM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,5,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008161,stu_d94ddbf5dc56f35a22d1b0b0dd4aa134,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008162,stu_eb071a8734d3cbb31608461ae84795e0,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008163,stu_f205004b4c6e8b06dd880a25be00cd4e,CARCODE_LPT,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,7.5,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008164,stu_088246a36e0c616258abd11abf403d2b,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.7,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008165,stu_eac6f7e0a43ace3912066b38057c3200,CARCODE_LDE,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008166,stu_5e186be01eab9c95df7e15ad4bfc683b,CARCODE_LRM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8.4,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008167,stu_e8c0e3ba2138780016066ad0fc189d7e,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,7.7,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008168,stu_aba16afe990fe83669e18e275273face,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.2,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008169,stu_c8b8b3f937c297b3bb0531d51ab72878,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008170,stu_524691fb722d85010cbb47c4ce79a8e5,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.5,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008171,stu_31ecd6dbc18015bf7c676b55f5a9409f,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8.2,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008172,stu_45a5d4dd3e2675e5eb6f1fcb303c683c,CARCODE_LRP,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,10,prof_9a6eb7844431f218c895598d321ca114,description_only
ATTEMPT_008173,stu_75491991505854886c3731c6a6ca8d3a,CARCODE_LIM,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.4,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008174,stu_c6ea3aacd636d33e6320eda883b5c812,CARCODE_LEC,2019_P,0,MAT1022,SUBJ_CALCULO_I,6.9,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008175,stu_08b9210c1a741e7509e8e6d137e3e65e,CARCODE_LFP,2019_P,0,MAT1022,SUBJ_CALCULO_I,8.7,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008176,stu_87e1fe449c6d0b6ee1269e2b642a326b,CARCODE_LMT,2019_P,0,MAT1022,SUBJ_CALCULO_I,9,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008177,stu_d23e1ed9bc69ad01e76eb1ec11e36cf3,CARCODE_LBM,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.2,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008178,stu_953f937fe44ddcaedbfebdc8ea9050c0,CARCODE_LII,2019_P,0,MAT1022,SUBJ_CALCULO_I,BV,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008179,stu_2496cfbc2b4531e278f20c73e34e6548,CARCODE_LIS,2019_P,0,MAT1022,SUBJ_CALCULO_I,RT,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008180,stu_3f4976ee1b20f4dcd3d1a8cbf3df7aab,CARCODE_LRP,2019_P,0,MAT1022,SUBJ_CALCULO_I,BV,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008181,stu_8534f3bee576d444fcd07b0e88d34dce,CARCODE_LBN,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.5,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008182,stu_8c3a4ab8a2a36cf1ee9720dbdb2877e3,CARCODE_LMT,2019_P,0,MAT1022,SUBJ_CALCULO_I,8.2,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008183,stu_ec6e5623753c586b996fea5270b54b7b,CARCODE_LMT,2019_P,0,MAT1022,SUBJ_CALCULO_I,7.8,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008184,stu_66ea1ddb729f931a485daa9c9dd0d79a,CARCODE_LIS,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.2,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008185,stu_1c55c079050666fa6cadfbc2d0479e05,CARCODE_LIC,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.5,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008186,stu_821492c2ef15b14f7801496c4ab6b990,CARCODE_LBC,2019_P,0,MAT1022,SUBJ_CALCULO_I,7.7,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008187,stu_821492c2ef15b14f7801496c4ab6b990,CARCODE_LFB,2019_P,0,MAT1022,SUBJ_CALCULO_I,7.7,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008188,stu_ccaa9cc6215c7aab1dba22ade4a61398,CARCODE_LNI,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.1,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008189,stu_72950e38d01472b70530343559e3065f,CARCODE_LAT,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.3,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008190,stu_14ec3e1874eb630f0b0d6c0faba5f1bd,CARCODE_LEC,2019_P,0,MAT1022,SUBJ_CALCULO_I,6,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008191,stu_d771d5c839673c1781deead123994586,CARCODE_LQI,2019_P,0,MAT1022,SUBJ_CALCULO_I,10,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008192,stu_a0dfda4dd9467f4cb498a51d124f3732,CARCODE_LCS,2019_P,0,MAT1022,SUBJ_CALCULO_I,8.7,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008193,stu_68e53df4436ec424fa6042dee89d8ebb,CARCODE_LIM,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.6,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008194,stu_1f810239f33821512b5e66d413acec1b,CARCODE_LNI,2019_P,0,MAT1022,SUBJ_CALCULO_I,BV,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008195,stu_0c1d958bc341d5f5d5a0e24780147561,CARCODE_LIC,2019_P,0,MAT1022,SUBJ_CALCULO_I,8.2,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008196,stu_99a1cf97df163d845aad16b69db1a08c,CARCODE_LMK,2019_P,0,MAT1022,SUBJ_CALCULO_I,BV,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008197,stu_dec97791bae2ae1391e5e6a8cc99b162,CARCODE_LQI,2019_P,0,MAT1022,SUBJ_CALCULO_I,10,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008198,stu_331b9cb2ec94aa98cbd337adb1d0d01d,CARCODE_LQI,2019_P,0,MAT1022,SUBJ_CALCULO_I,10,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008199,stu_15fa3e34a4c48cf78f8b1ac783b7b1e0,CARCODE_LIM,2019_P,0,MAT1022,SUBJ_CALCULO_I,8.8,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008200,stu_dab08319f5d54f5c5b0f059b0b8d713f,CARCODE_LIN,2019_P,0,MAT1022,SUBJ_CALCULO_I,7.7,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008201,stu_d0b366e9407e44637ec7b46d25ea1543,CARCODE_LMT,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.7,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008202,stu_9d58835c8b14cbe27b35064eb9d67c3c,CARCODE_LAT,2019_P,0,MAT1022,SUBJ_CALCULO_I,9.8,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008203,stu_4ec617d83817f4573210b09ee8ebb264,CARCODE_LFB,2019_P,0,MAT1022,SUBJ_CALCULO_I,7.5,prof_7ea79246be3058be81c105d4dda06c6c,catalog_code_name_exact
ATTEMPT_008204,stu_a01eee1b4ed49c206cd9bea36b7492c0,CARCODE_LEC,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.9,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008205,stu_a760c76930ade2e5d9410bcac301afbd,CARCODE_LBN,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.5,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008206,stu_741974fac92c09617f1ae819ac018f96,CARCODE_LMK,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.2,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008207,stu_7a6819090bff96890cda2a52d5f2c264,CARCODE_LFP,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.7,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008208,stu_2bf09fa4e3fc81182d360cc4d1959375,CARCODE_LMK,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.7,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008209,stu_623813ec2600ec8380871eca0be1b83a,CARCODE_LMK,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.3,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008210,stu_d10973a0772b238d2687b1c9574a7072,CARCODE_LMK,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.9,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008211,stu_f24b881004c0379ba41da637c391bcfe,CARCODE_LAD,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.9,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008212,stu_dacd4365321385bd08b41ccde61723c5,CARCODE_LMK,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.2,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008213,stu_ef645c37d4bc2bf2cb3076002e7b2ccc,CARCODE_LIS,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.8,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008214,stu_7d67c6b9ee4bb7a5026d535c70aa086d,CARCODE_LBM,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.8,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008215,stu_88c17b22483bc9fe472915decb932527,CARCODE_LNI,2020_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.8,prof_59f18c0781f5e542e94676e54dd76c41,catalog_code_name_exact
ATTEMPT_008216,stu_4a2cb5f9fb99d57ac496f0f2c9f33f81,CARCODE_LBN,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0.5,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008217,stu_6782411608bf6c1611f0711cbda7ad03,CARCODE_LIM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008218,stu_1407c8b3661e60119a2d205ad94ff7d3,CARCODE_LNA,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.7,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008219,stu_e2a06358acedc560a58e726223f9b607,CARCODE_LEC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.2,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008220,stu_ebd92d08781f0e3694d8a28d294408c5,CARCODE_BBA,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008221,stu_59fb48a36f2de82044340408d1bed678,CARCODE_LQI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.5,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008222,stu_aa658cd7bffa596b41ead592fe884293,CARCODE_LRT,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.7,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008223,stu_e70d735e955411af91bafb88fc4dd896,CARCODE_LBN,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,6.9,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008224,stu_532cac07e5e6e22c0382b5f61edc6090,CARCODE_LND,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008225,stu_c61b252e80169bf7ea507508a725ceab,CARCODE_LII,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008226,stu_4175bbcaa0b1692d7829e81b349daf43,CARCODE_LMT,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,10,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008227,stu_9d3f4c5923f12a01c58906d157c17fd3,CARCODE_LNM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.2,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008228,stu_559f902a75f9a1b28876ec8ff3556ea5,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.9,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008229,stu_fc21ef0c33227b2dcba79f5299168fa3,CARCODE_LMT,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.2,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008230,stu_26da17f4ad20fc51692c5c4936712ead,CARCODE_LBN,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.8,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008231,stu_3013b6fa69bff0af86642cf745191ff5,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008232,stu_3c1177bd65203ea8f87aae65cf2b1936,CARCODE_LQI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008233,stu_f43adc8bf6540599f683e8483fcb0679,CARCODE_LIS,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008234,stu_e53ac16732fea16c0a37fbe2025dbb51,CARCODE_LBM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.3,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008235,stu_4f4e8fae34b6b66d6ab8804589527c15,CARCODE_LNM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.9,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008236,stu_c81b21ae11f708eeccaeb24f89afe1fc,CARCODE_LEC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,10,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008237,stu_a6b1d82c150f3ca7555c3ba7deb8840f,CARCODE_LEC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.8,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008238,stu_3ecee9bdd4bec4d1fcad24aec697c53a,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008239,stu_e9acfc2783738facbd63af09b13beed4,CARCODE_LII,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,3.5,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008240,stu_04f24dbd047cb373c8b1dbaac6024ace,CARCODE_LIM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.6,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008241,stu_ab7ad012c1b32bf71497b33ed936bdd2,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.1,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008242,stu_c851a163fc19d369b2598316126682c1,CARCODE_LQI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008243,stu_8b30869006b37aca29516fa8d2328509,CARCODE_LIY,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008244,stu_ca830994b563ce9b290edfbbc01aa972,CARCODE_LII,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.5,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008245,stu_131d22dbfdcbba640680d1c2646c6898,CARCODE_LQI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.9,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008246,stu_d86a3cb1507be1a9c2937ae15c415c61,CARCODE_LBC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_9dfc92402b6bd3bed804a972fe1f9d6e,catalog_code_name_exact
ATTEMPT_008247,stu_257fd0a01dcca1ffd5fdf1a9756e8108,CARCODE_LFB,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008248,stu_2fb688692beb09414e42138762e2b80c,CARCODE_LBM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008249,stu_4bab5d8f197c9423b6431c8355bdfae7,CARCODE_LMT,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008250,stu_c5ba977b5ecd4eb97973b033fc4dd2f0,CARCODE_LNM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.3,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008251,stu_846c15218b2d127b6a958cb7a3985e13,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.2,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008252,stu_6286f0fe93e915988b7cd9609c8be9c1,CARCODE_LQI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.8,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008253,stu_e5b729f45bd0faeda65b434e51bf5679,CARCODE_LIM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008254,stu_a5e8fa259f53aa0f55148ebd6cf48c25,CARCODE_LIN,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008255,stu_435eb808c85c28bd434c003136a9dc0c,CARCODE_LQI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008256,stu_98e26c4bdd8b2cf3404c910cb5a4103e,CARCODE_LIM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.6,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008257,stu_4e82ce35565bc2eb4e7168b4de99d641,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008258,stu_573fcfe2f5d2d7e68c60c7544f73b96e,CARCODE_LND,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008259,stu_50b891c0669ceed5f9eec76aca975a9b,CARCODE_LHR,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008260,stu_f1ecb2d04063e8003d48cc97b6c4ac55,CARCODE_LMT,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.3,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008261,stu_97407146128b1d67f4879dac45616ac7,CARCODE_LBM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.5,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008262,stu_7d27340635ef4e235f3fca5bfec9d1a7,CARCODE_LIC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.2,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008263,stu_ce98f14b36f556c763844d69c5ba6f3e,CARCODE_LNA,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.2,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
ATTEMPT_008264,stu_56fae54e0180342e3c4bc6e75c8d89dc,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.9,prof_d4bf2f174f96f0c93cbf0e47afae92ad,catalog_code_name_exact
